names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
Eureka: Eureka Seven Hi-Evolution,11/26/2021 ,61.0,"Animation, Drama, Adventure, Science Fiction","A virtual world in a scab coral (coral-like information life form) created by Eureka. Ten years have passed since the people of the virtual world appeared on this earth with the collapse. As a result of this “great fusion”, human beings in the virtual world call themselves “Green Earth”, and human beings on the old Earth call themselves “Blue Earth”, and various collisions will be repeated under the surface of the water. And Dewey Novak, a high-ranking official of the Green Earth Army, raises up with his colleagues to protect their dignity and finally puts into action a large-scale terrorist program.", EUREKA／交響詩篇エウレカセブン ハイエボリューション, Released, Japanese,139600000.0,350558192.6,JP
The Little Mermaid,07/05/1990 ,73.0,"Animation, Family, Fantasy",This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,The Little Mermaid, Released, English,40000000.0,211343479.0,AU
Shrek Forever After,07/02/2010 ,63.0,"Comedy, Adventure, Fantasy, Animation, Family","A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away - where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met - he sets out to restore his world and reclaim his true love.",Shrek Forever After, Released, English,165000000.0,756244673.0,AU
Ghostbusters: Afterlife,01/01/2022 ,75.0,"Fantasy, Comedy, Adventure","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Ghostbusters: Afterlife, Released, English,75000000.0,203614138.0,AU
Sonic the Hedgehog,02/13/2020 ,74.0,"Action, Science Fiction, Comedy, Family","Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",Sonic the Hedgehog, Released, English,85000000.0,319715683.0,AU
Teasing Master Takagi-san: The Movie,06/10/2022 ,86.0,"Animation, Comedy, Romance","Takagi and Nishikata are in their final year of middle school, and have both anxiety and hope for the future. During the summer of their final year, on the day before summer vacation starts, the two find a kitten that they name Hana. They decide to take care of the kitten themselves until they can find its mother.", 劇場版 からかい上手の高木さん, Released, Japanese,189000000.0,1168749675.2,JP
Dragon Ball Z: Resurrection 'F',04/18/2015 ,68.0,"Action, Animation, Science Fiction","One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.", ドラゴンボールZ 復活の「F」, Released, Japanese,5000000.0,61768190.0,JP
The Guardians of the Galaxy Holiday Special,11/25/2022 ,73.0,"Comedy, Science Fiction, Adventure","On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",The Guardians of the Galaxy Holiday Special, Released, English,97200000.0,641749489.4,AU
Secret Headquarters,08/12/2022 ,68.0,"Action, Adventure, Comedy, Science Fiction, Family","While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",Secret Headquarters, Released, English,143000000.0,420598835.4,US
The Princess and the Frog,01/10/2010 ,72.0,"Romance, Family, Animation","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",The Princess and the Frog, Released, English,105000000.0,270997378.0,AU
365 Days: This Day,04/27/2022 ,59.0,"Romance, Drama","Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",365 Days: This Day, Released, Polish,162100000.0,437846475.2,AU
Faraway,03/08/2023 ,68.0,"Romance, Comedy","After inheriting a house on a Croatian island, a woman embarks on a spur-of-the-moment trip that reignites her joy in life and opens a door to new love.",Faraway, Released, German,52900000.0,368167712.6,DE
Hellhole,10/26/2022 ,60.0,Horror,"In a monastery cut off from the world, the monks run a clinic for the possessed. One day, a young policeman Marek comes to the convent. Posing as a clergyman, he penetrates monastic life and tries to explain the recent, mysterious disappearance of several tormented inmates. It turns out, however, that there is no way out of the monastery.", Ostatnia Wieczerza, Released, Polish,146740000.0,301123555.2,PL
To Kill the Beast,04/28/2022 ,60.0,"Mystery, Fantasy, Thriller","Emilia arrives at her Aunt Inés' hostel located on the Argentina-Brazil border, looking for her missing brother. In this lush jungle a dangerous beast which takes the form of different animals seems to be roaming around.", Matar a la Bestia, Released,Spanish,105000000.0,227896979.2,BR
Zootopia,03/17/2016 ,77.0,"Animation, Adventure, Family, Comedy","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",Zootopia, Released, English,150000000.0,1002462578.0,AU
The Book of Daniel,10/01/2013 ,73.0,"Fantasy, Drama","Taken into slavery after the fall of Jerusalem in 605 B.C., Daniel is forced to serve the most powerful king in the world, King Nebuchadnezzar. Faced with imminent death, Daniel proves himself a trusted Advisor and is placed among the king's wise men. Threatened by death at every turn Daniel never ceases to serve the king until he is forced to choose between serving the king or honoring God. With his life at stake, Daniel has nothing but his faith to stand between him and the lions den.",The Book of Daniel, Released, English,92600000.0,428471214.2,US
Lesson Plan,11/23/2022 ,63.0,"Action, Crime","After a teacher dies, his best friend  -  a former cop  -  takes a job at the school where he worked to confront the gang he thinks was responsible.", Plan lekcji, Released, Polish,121600000.0,343621307.4,AU
Free Guy,09/09/2021 ,76.0,"Comedy, Adventure, Science Fiction",A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,Free Guy, Released, English,110000000.0,331526598.0,AU
Malvada,12/29/2022 ,74.0,"Comedy, Fantasy, Romance",A desperate mother contacts his son's ex-girlfriend to tell her that he's about to marry a wicked witch.,Malvada, Released,Spanish,88200000.0,429165998.8,MX
Diary of a Wimpy Kid: Rodrick Rules,12/02/2022 ,71.0,"Animation, Comedy, Family","A new school year, his brother Rodrick teases him over and over and over and over again. Will Greg manage to get along with him? Or will a secret ruin everything?",Diary of a Wimpy Kid: Rodrick Rules, Released, English,18000000.0,73695194.0,US
Iron Man 2,04/29/2010 ,68.0,"Adventure, Action, Science Fiction","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",Iron Man 2, Released, English,170000000.0,621156389.0,AU
The Conjuring,07/18/2013 ,75.0,"Horror, Thriller","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",The Conjuring, Released, English,20000000.0,316849722.0,AU
Fast & Furious Presents: Hobbs & Shaw,08/01/2019 ,69.0,"Action, Adventure, Comedy","Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",Fast & Furious Presents: Hobbs & Shaw, Released, English,200000000.0,760732926.0,AU
The Library Boys,11/29/2022 ,43.0,Comedy,"In the once quiet school library at St Marks College, Zane, James and Mitch are met head-on with the challenges of their final school year. Against-the-grain bad boy Zane becomes obsessed with Becca, the new girl at school. The more laid back James is being leaned on by Beth, his long term girlfriend, who wants him to take a little responsibility over his life. And Mitch is just trying to lose his virginity, but in the process becomes involved with Tilly, the most popular girl in school.",The Library Boys, Released, English,77300000.0,564483267.8,AU
